InventoryID,Description,Live Description,Current ItemClass,Live ItemClass,Proposed ItemClass,Warehouses,QtyOnHand Status,Current Vendor,Proposed VendorID,Proposed VendorName,Vendor Confidence,Vendor Match Reason,Spreadsheet VendorID,API Status,AuditStatus
3290-5113-56,Newport Brass Muncy Pull Down Kitchen Faucet - Flat Black,Newport Brass Muncy Pull Down Kitchen Faucet - Flat Black,PLUMB-LOT,PLUMB-LOT,,BOISE WAREHOUSE=2; SALT LAKE PLUMBING=0,SKIP_QTY_ON_HAND,BA0000714 Delta Faucet Company,BA0000714,Delta Faucet Company,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000714.,,FOUND,SKIP_QTY_ON_HAND
3290-5223-56,Newport Brass Muncy Prep / Bar Pull Down Faucet - Flat Black,Newport Brass Muncy Prep / Bar Pull Down Faucet - Flat Black,PLUMB-LOT,PLUMB-LOT,,SALT LAKE PLUMBING=1,SKIP_QTY_ON_HAND,BA0000714 Delta Faucet Company,BA0000714,Delta Faucet Company,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000714.,,FOUND,SKIP_QTY_ON_HAND
3290-5463-56,Newport Brass Muncy Kitchen Bridge Pull Down Faucet - Flat Black,Newport Brass Muncy Kitchen Bridge Pull Down Faucet - Flat Black,PLUMB-LOT,PLUMB-LOT,,SALT LAKE PLUMBING=1,SKIP_QTY_ON_HAND,BA0000714 Delta Faucet Company,BA0000714,Delta Faucet Company,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000714.,,FOUND,SKIP_QTY_ON_HAND
3290-5623-56,Newport Brass Muncy Cold Water Dispenser - Flat Black,Newport Brass Muncy Cold Water Dispenser - Flat Black,PLUMB-LOT,PLUMB-LOT,,BOISE WAREHOUSE=1; SALT LAKE PLUMBING=0,SKIP_QTY_ON_HAND,BA0000714 Delta Faucet Company,BA0000714,Delta Faucet Company,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000714.,,FOUND,SKIP_QTY_ON_HAND
3290-5811-56,Newport Brass Muncy Air Activated Disposer Switch - Flat Black,Newport Brass Muncy Air Activated Disposer Switch - Flat Black,PLUMB-LOT,PLUMB-LOT,,SALT LAKE PLUMBING=2,SKIP_QTY_ON_HAND,BA0000714 Delta Faucet Company,BA0000714,Delta Faucet Company,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000714.,,FOUND,SKIP_QTY_ON_HAND
3301-04,Brasstech Lavatory Drain - Satin Brass PVD,Brasstech Lavatory Drain - Satin Brass PVD,PLUMB-LOT,PLUMB-LOT,,SALT LAKE PLUMBING=0,ELIGIBLE,BA0000714 Delta Faucet Company,BA0000714,Delta Faucet Company,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000714.,,FOUND,UNKNOWN_ITEM_CLASS
33233660-99,Dornbracht Meta Single Lever Tub Mixer For Wall Mounted Installation With Hand Shower Set - Brushed Dark Platinum,Dornbracht Meta Single Lever Tub Mixer For Wall Mounted Installation With Hand Shower Set - Brushed Dark Platinum,PLUMB-LOT,PLUMB-LOT,,SALT LAKE PLUMBING=1,SKIP_QTY_ON_HAND,BA0000715 Dornbracht GmbH & Co. KG,BA0000715,Dornbracht GmbH & Co. KG,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000715.,,FOUND,SKIP_QTY_ON_HAND
3-334/15G,"Phylrich 8"" Round Shower Head","Phylrich 8"" Round Shower Head",PLUMB-LOT,PLUMB-LOT,,BOISE WAREHOUSE=0,ELIGIBLE,BA0016237 Phylrich,BA0016237,Phylrich,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0016237.,,FOUND,UNKNOWN_ITEM_CLASS
3-338/015,"12"" Round Shower Head - Satin Nickel","12"" Round Shower Head - Satin Nickel",PLUMB-LOT,PLUMB-LOT,,(no WarehouseDetails rows),ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,UNKNOWN_ITEM_CLASS
33500882-990010,Dornbracht Tara Single Lever Lavatory Mixer With Drain - Brushed Dark Platinum,Dornbracht Tara Single Lever Lavatory Mixer With Drain - Brushed Dark Platinum,PLUMB-LOT,PLUMB-LOT,,SALT LAKE PLUMBING=1,SKIP_QTY_ON_HAND,BA0000715 Dornbracht GmbH & Co. KG,BA0000715,Dornbracht GmbH & Co. KG,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000715.,,FOUND,SKIP_QTY_ON_HAND
33815888-990010,Dornbracht Tara Single Lever Mixer - Brushed Dark Platinum,Dornbracht Tara Single Lever Mixer - Brushed Dark Platinum,PLUMB-LOT,PLUMB-LOT,,SALT LAKE PLUMBING=1,SKIP_QTY_ON_HAND,BA0000715 Dornbracht GmbH & Co. KG,BA0000715,Dornbracht GmbH & Co. KG,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000715.,,FOUND,SKIP_QTY_ON_HAND
33885000,Grohe Non Rapido 3 Hole Wall Mount Faucet Rough-In Valve,Grohe Non Rapido 3 Hole Wall Mount Faucet Rough-In Valve,PLUMB-LOT,PLUMB-LOT,,BOISE WAREHOUSE=0,ELIGIBLE,BA0003290 Hajoca Corporation,BA0003290,Hajoca Corporation,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0003290.,,FOUND,UNKNOWN_ITEM_CLASS
35-0.3-GM,Watermark Edge Wall Mounted Towel Ring - Gun Metal,Watermark Edge Wall Mounted Towel Ring - Gun Metal,PLUMB-LOT,PLUMB-LOT,,SALT LAKE HARDWARE=0,ELIGIBLE,BA0000760 Watermark,BA0000760,Watermark,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000760.,,FOUND,UNKNOWN_ITEM_CLASS
35-0.4-GM,Watermark Edge Wall Mounted Paper Holder - Gun Metal,Watermark Edge Wall Mounted Paper Holder - Gun Metal,PLUMB-LOT,PLUMB-LOT,,SALT LAKE HARDWARE=0,ELIGIBLE,BA0000760 Watermark,BA0000760,Watermark,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000760.,,FOUND,UNKNOWN_ITEM_CLASS
35087970-90,Pot Filler Rough-in Wall Elbow,Pot Filler Rough-in Wall Elbow,PLUMB-LOT,PLUMB-LOT,,(no WarehouseDetails rows),ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,UNKNOWN_ITEM_CLASS
3-517/11B,Phylrich Push To Close Drain With No Overflow - Antique Bronze,Phylrich Push To Close Drain With No Overflow - Antique Bronze,PLUMB-LOT,PLUMB-LOT,,BOISE WAREHOUSE=0,ELIGIBLE,BA0016237 Phylrich,BA0016237,Phylrich,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0016237.,,FOUND,UNKNOWN_ITEM_CLASS
35203970-900010,Wall Mounted Three Way Diverter,Wall Mounted Three Way Diverter,PLUMB-LOT,PLUMB-LOT,,(no WarehouseDetails rows),ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,UNKNOWN_ITEM_CLASS
35298251,"Axor ShowerSolutions Showerhead 250 2 Jet, 2.5 GPM - Brushed Gold Optic","Axor ShowerSolutions Showerhead 250 2 Jet, 2.5 GPM - Brushed Gold Optic",PLUMB-LOT,PLUMB-LOT,,SALT LAKE HARDWARE=0; SALT LAKE PLUMBING=1,SKIP_QTY_ON_HAND,BA0000005 Hansgrohe,BA0000005,Hansgrohe,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000005.,,FOUND,SKIP_QTY_ON_HAND
35363181,"Axor ShowerSolutions Rough, Showerhead , Flush Ceiling Mount","Axor ShowerSolutions Rough, Showerhead , Flush Ceiling Mount",PLUMB-LOT,PLUMB-LOT,,SALT LAKE HARDWARE=0; SALT LAKE PLUMBING=0,ELIGIBLE,BA0000005 Hansgrohe,BA0000005,Hansgrohe,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000005.,,FOUND,UNKNOWN_ITEM_CLASS
3-545/008,Phylrich Push To Close Drain With Overflow - Architectural Bronze,Phylrich Push To Close Drain With Overflow - Architectural Bronze,PLUMB-LOT,PLUMB-LOT,,BOISE WAREHOUSE=1,SKIP_QTY_ON_HAND,BA0016237 Phylrich,BA0016237,Phylrich,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0016237.,,FOUND,SKIP_QTY_ON_HAND
3-545/15G,Phylrich Push To Close Drain With Overflow - Gun Metal Grey,Phylrich Push To Close Drain With Overflow - Gun Metal Grey,PLUMB-LOT,PLUMB-LOT,,BOISE WAREHOUSE=0,ELIGIBLE,BA0016237 Phylrich,BA0016237,Phylrich,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0016237.,,FOUND,UNKNOWN_ITEM_CLASS
35601000,Grohe Rapido Smartbox Universal Rough-in Box,Grohe Rapido Smartbox Universal Rough-in Box,PLUMB-LOT,PLUMB-LOT,,BOISE WAREHOUSE=0,ELIGIBLE,BA0003290 Hajoca Corporation,BA0003290,Hajoca Corporation,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0003290.,,FOUND,UNKNOWN_ITEM_CLASS
3592097090,Pressure Balance Valve,Pressure Balance Valve,PLUMB-LOT,PLUMB-LOT,,SALT LAKE PLUMBING=0,ELIGIBLE,BA0000715 Dornbracht GmbH & Co. KG,BA0000715,Dornbracht GmbH & Co. KG,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000715.,,FOUND,UNKNOWN_ITEM_CLASS
36501979-33,"Xtool Concealed Thermostat Without Diverter 1/2"" - Matte Black","Xtool Concealed Thermostat Without Diverter 1/2"" - Matte Black",PLUMB-LOT,PLUMB-LOT,,(no WarehouseDetails rows),ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,UNKNOWN_ITEM_CLASS
36607882-33,"Tara Volume Control Clockwise-Closing 1/2"" - Matte Black","Tara Volume Control Clockwise-Closing 1/2"" - Matte Black",PLUMB-LOT,PLUMB-LOT,,(no WarehouseDetails rows),ELIGIBLE,,BA0000715,Dornbracht GmbH & Co. KG,MEDIUM,brand-token TARA suggests BA0000715 in 12/12 existing vendor-populated StockItems; manual review required.,,FOUND,UNKNOWN_ITEM_CLASS
36707251,Axor ShowerSelect Thermostatic Trim SoftCube for 2 Functions - Brushed Gold Optic,Axor ShowerSelect Thermostatic Trim SoftCube for 2 Functions - Brushed Gold Optic,PLUMB-LOT,PLUMB-LOT,,SALT LAKE HARDWARE=0; SALT LAKE PLUMBING=1,SKIP_QTY_ON_HAND,BA0000005 Hansgrohe,BA0000005,Hansgrohe,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000005.,,FOUND,SKIP_QTY_ON_HAND
36707882-990010,Dornbracht Tara Wall Mounted Three-Hole Lavatory Mixer Without Drain - Brushed Dark Platinum,Dornbracht Tara Wall Mounted Three-Hole Lavatory Mixer Without Drain - Brushed Dark Platinum,PLUMB-LOT,PLUMB-LOT,,SALT LAKE PLUMBING=0,ELIGIBLE,BA0000715 Dornbracht GmbH & Co. KG,BA0000715,Dornbracht GmbH & Co. KG,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000715.,,FOUND,UNKNOWN_ITEM_CLASS
3-700/15G,Phylrich Contemporary Round Flange,Phylrich Contemporary Round Flange,PLUMB-LOT,PLUMB-LOT,,BOISE WAREHOUSE=0,ELIGIBLE,BA0016237 Phylrich,BA0016237,Phylrich,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0016237.,,FOUND,UNKNOWN_ITEM_CLASS
3702-PN,"Cal Faucets San Elijo 8"" Widespread Lavatory Faucet - Polished Nickel","Cal Faucets San Elijo 8"" Widespread Lavatory Faucet - Polished Nickel",PLUMB-LOT,PLUMB-LOT,,SALT LAKE PLUMBING=0,ELIGIBLE,BA0000006 California Faucets,BA0000006,California Faucets,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000006.,,FOUND,UNKNOWN_ITEM_CLASS
3-782/15G,"Phylrich 3"" Hand Shower - Gun Metal","Phylrich 3"" Hand Shower - Gun Metal",PLUMB-LOT,PLUMB-LOT,,BOISE WAREHOUSE=0,ELIGIBLE,BA0016237 Phylrich,BA0016237,Phylrich,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0016237.,,FOUND,UNKNOWN_ITEM_CLASS
3-991-06,East Linear Wall Mount Lavatory Faucet - Antique Brass,East Linear Wall Mount Lavatory Faucet - Antique Brass,PLUMB-LOT,PLUMB-LOT,,(no WarehouseDetails rows),ELIGIBLE,,BA0000714,Delta Faucet Company,MEDIUM,brand-token EAST suggests BA0000714 in 20/20 existing vendor-populated StockItems; manual review required.,,FOUND,UNKNOWN_ITEM_CLASS
3-991L-06,East Linear Wall Mount Lavatory Faucet - Antique Brass,East Linear Wall Mount Lavatory Faucet - Antique Brass,PLUMB-LOT,PLUMB-LOT,,(no WarehouseDetails rows),ELIGIBLE,,BA0000714,Delta Faucet Company,MEDIUM,brand-token EAST suggests BA0000714 in 20/20 existing vendor-populated StockItems; manual review required.,,FOUND,UNKNOWN_ITEM_CLASS
40364001,Grohe Essentials Robe Hook - Chrome,Grohe Essentials Robe Hook - Chrome,PLUMB-LOT,PLUMB-LOT,,BOISE WAREHOUSE=2,SKIP_QTY_ON_HAND,BA0003290 Hajoca Corporation,BA0003290,Hajoca Corporation,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0003290.,,FOUND,SKIP_QTY_ON_HAND
40421001,"Grohe Essentials 12"" Grab Bar - Chrome","Grohe Essentials 12"" Grab Bar - Chrome",PLUMB-LOT,PLUMB-LOT,,BOISE WAREHOUSE=2,SKIP_QTY_ON_HAND,BA0003290 Hajoca Corporation,BA0003290,Hajoca Corporation,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0003290.,,FOUND,SKIP_QTY_ON_HAND
40689001,Grohe Essentials Paper Holder - Chrome,Grohe Essentials Paper Holder - Chrome,PLUMB-LOT,PLUMB-LOT,,BOISE WAREHOUSE=1,SKIP_QTY_ON_HAND,BA0003290 Hajoca Corporation,BA0003290,Hajoca Corporation,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0003290.,,FOUND,SKIP_QTY_ON_HAND
40793001,"Grohe Essentials 18"" Grab Bar - Chrome","Grohe Essentials 18"" Grab Bar - Chrome",PLUMB-LOT,PLUMB-LOT,,BOISE WAREHOUSE=1,SKIP_QTY_ON_HAND,BA0003290 Hajoca Corporation,BA0003290,Hajoca Corporation,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0003290.,,FOUND,SKIP_QTY_ON_HAND
4-1504BP-06,"East Linear Balanced Pressure Shower Trim Plate With Handle, Less Showerhead, Arm And Flange - Antique Brass","East Linear Balanced Pressure Shower Trim Plate With Handle, Less Showerhead, Arm And Flange - Antique Brass",PLUMB-LOT,PLUMB-LOT,,(no WarehouseDetails rows),ELIGIBLE,,BA0000714,Delta Faucet Company,MEDIUM,brand-token EAST suggests BA0000714 in 20/20 existing vendor-populated StockItems; manual review required.,,FOUND,UNKNOWN_ITEM_CLASS
4-204/015,Basic II Hand Shower With Volume Control Kit - Satin Nickel,Basic II Hand Shower With Volume Control Kit - Satin Nickel,PLUMB-LOT,PLUMB-LOT,,(no WarehouseDetails rows),ELIGIBLE,,BA0016237,Phylrich,MEDIUM,brand-token BASIC suggests BA0016237 in 25/26 existing vendor-populated StockItems; manual review required.,,FOUND,UNKNOWN_ITEM_CLASS
42856000,Axor Universal Circular Roll Holder - Chrome,Axor Universal Circular Roll Holder - Chrome,PLUMB-LOT,PLUMB-LOT,,SALT LAKE PLUMBING=0,ELIGIBLE,BA0000005 Hansgrohe,BA0000005,Hansgrohe,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000005.,,FOUND,UNKNOWN_ITEM_CLASS
4-345/015,Basic Thermostatic Valve With Two Volume Control - Satin Nickel,Basic Thermostatic Valve With Two Volume Control - Satin Nickel,PLUMB-LOT,PLUMB-LOT,,(no WarehouseDetails rows),ELIGIBLE,,BA0016237,Phylrich,MEDIUM,brand-token BASIC suggests BA0016237 in 25/26 existing vendor-populated StockItems; manual review required.,,FOUND,UNKNOWN_ITEM_CLASS
443238,Blanco Liven Bar Dual Mount - Truffle,Blanco Liven Bar Dual Mount - Truffle,PLUMB-LOT,PLUMB-LOT,,BOISE WAREHOUSE=1,SKIP_QTY_ON_HAND,BA0015236 Blanco America Inc.,BA0015236,Blanco America Inc.,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0015236.,,FOUND,SKIP_QTY_ON_HAND
443317,Blanco Inteos 33 Sink - Volcano Gray,Blanco Inteos 33 Sink - Volcano Gray,PLUMB-LOT,PLUMB-LOT,,BOISE WAREHOUSE=1,SKIP_QTY_ON_HAND,BA0015236 Blanco America Inc.,BA0015236,Blanco America Inc.,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0015236.,,FOUND,SKIP_QTY_ON_HAND
443320,"Blanco Inteos 39"" Workstation Sink - Anthracite","Blanco Inteos 39"" Workstation Sink - Anthracite",PLUMB-LOT,PLUMB-LOT,,BOISE WAREHOUSE=1,SKIP_QTY_ON_HAND,BA0015236 Blanco America Inc.,BA0015236,Blanco America Inc.,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0015236.,,FOUND,SKIP_QTY_ON_HAND
443323,Blanco Inteos 39 Sink - Truffle,Blanco Inteos 39 Sink - Truffle,PLUMB-LOT,PLUMB-LOT,,BOISE WAREHOUSE=0,ELIGIBLE,BA0015236 Blanco America Inc.,BA0015236,Blanco America Inc.,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0015236.,,FOUND,UNKNOWN_ITEM_CLASS
443326,Blanco Inteos 39 Sink - Soft White,Blanco Inteos 39 Sink - Soft White,PLUMB-LOT,PLUMB-LOT,,BOISE WAREHOUSE=0; SALT LAKE PLUMBING=0,ELIGIBLE,BA0015236 Blanco America Inc.,BA0015236,Blanco America Inc.,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0015236.,,FOUND,UNKNOWN_ITEM_CLASS
4-499/047,Phylrich Transition Pressure Balance Shower Plate And Handle Trim,Phylrich Transition Pressure Balance Shower Plate And Handle Trim,PLUMB-LOT,PLUMB-LOT,,SALT LAKE APPLIANCES=0; SALT LAKE PLUMBING=0,ELIGIBLE,BA0016237 Phylrich,BA0016237,Phylrich,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0016237.,,FOUND,UNKNOWN_ITEM_CLASS
4-575/15G,Phylrich Thermostatic Valve  - Gun Metal Grey,Phylrich Thermostatic Valve  - Gun Metal Grey,PLUMB-LOT,PLUMB-LOT,,BOISE WAREHOUSE=0,ELIGIBLE,BA0016237 Phylrich,BA0016237,Phylrich,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0016237.,,FOUND,UNKNOWN_ITEM_CLASS
4-708/11B,"Phylrich Circ Thermostatic Valve With Volume Cont Or Diverter , Brass Handles - Antique Bronze","Phylrich Circ Thermostatic Valve With Volume Cont Or Diverter , Brass Handles - Antique Bronze",PLUMB-LOT,PLUMB-LOT,,BOISE WAREHOUSE=0,ELIGIBLE,BA0016237 Phylrich,BA0016237,Phylrich,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0016237.,,FOUND,UNKNOWN_ITEM_CLASS
49031001,"Axor Citterio C Single Hole Faucet 125 CoolStart with Pop Up Drain Cubic Cut, 1.2 GPM - Chrome","Axor Citterio C Single Hole Faucet 125 CoolStart with Pop Up Drain Cubic Cut, 1.2 GPM - Chrome",PLUMB-LOT,PLUMB-LOT,,SALT LAKE PLUMBING=0,ELIGIBLE,BA0000005 Hansgrohe,BA0000005,Hansgrohe,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000005.,,FOUND,UNKNOWN_ITEM_CLASS
501-04/015,Hex Modern Widespread Faucet Lever Handles - Satin Nickel,Hex Modern Widespread Faucet Lever Handles - Satin Nickel,PLUMB-LOT,PLUMB-LOT,,(no WarehouseDetails rows),ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,UNKNOWN_ITEM_CLASS
501-47-02/015,"Floor Mounted Tub Filler Lever Handle, Tall - Satin Nickel","Floor Mounted Tub Filler Lever Handle, Tall - Satin Nickel",PLUMB-LOT,PLUMB-LOT,,(no WarehouseDetails rows),ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,UNKNOWN_ITEM_CLASS
501-71/015,"Hex Modern 24"" Towel Bar - Satin Nickel","Hex Modern 24"" Towel Bar - Satin Nickel",PLUMB-LOT,PLUMB-LOT,,(no WarehouseDetails rows),ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,UNKNOWN_ITEM_CLASS
501-74/015,Hex Modern Single Post Paper Holder - Satin Nickel,Hex Modern Single Post Paper Holder - Satin Nickel,PLUMB-LOT,PLUMB-LOT,,(no WarehouseDetails rows),ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,UNKNOWN_ITEM_CLASS
501-75/015,Hex Modern Towel Ring - Satin Nickel,Hex Modern Towel Ring - Satin Nickel,PLUMB-LOT,PLUMB-LOT,,(no WarehouseDetails rows),ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,UNKNOWN_ITEM_CLASS
554DG-26,"Newport Brass East Linear 9"" Deep Corner Basket - Polished Chrome","Newport Brass East Linear 9"" Deep Corner Basket - Polished Chrome",PLUMB-LOT,PLUMB-LOT,,SALT LAKE APPLIANCES=0; SALT LAKE PLUMBING=0,ELIGIBLE,BA0000714 Delta Faucet Company,BA0000714,Delta Faucet Company,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000714.,,FOUND,UNKNOWN_ITEM_CLASS
6-027-20,"Newport Brass East Linear Air Gap, Reverse Osmosis - Stainless Steel PVD","Newport Brass East Linear Air Gap, Reverse Osmosis - Stainless Steel PVD",PLUMB-LOT,PLUMB-LOT,,SALT LAKE HARDWARE=0; SALT LAKE PLUMBING=1,SKIP_QTY_ON_HAND,BA0000714 Delta Faucet Company,BA0000714,Delta Faucet Company,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000714.,,FOUND,SKIP_QTY_ON_HAND
63943LF-PN,Brizo Litze Pull Down Prep Faucet With Arc Spout Knurled Handle - Polished Nickel,Brizo Litze Pull Down Prep Faucet With Arc Spout Knurled Handle - Polished Nickel,PLUMB-LOT,PLUMB-LOT,,SALT LAKE APPLIANCES=0; SALT LAKE PLUMBING=0,ELIGIBLE,BA0000714 Delta Faucet Company,BA0000714,Delta Faucet Company,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000714.,,FOUND,UNKNOWN_ITEM_CLASS
64048LF-PCLHP,"Brizo Faircroft SmartTouch® Pull Down Faucet With Arc Spout, Less Handle - Polished Chrome","Brizo Faircroft SmartTouch® Pull Down Faucet With Arc Spout, Less Handle - Polished Chrome",PLUMB-LOT,PLUMB-LOT,,SALT LAKE PLUMBING=0,ELIGIBLE,"BA0000008 Waterworks Operating Co., LLC",BA0000008,"Waterworks Operating Co., LLC",HIGH,Current StockItem VendorDetails contains 2 vendor row(s); selected default active VendorID BA0000008.,,FOUND,UNKNOWN_ITEM_CLASS
696367-GL,Brizo Allaria Universal Tank Lever - Luxe Gold,Brizo Allaria Universal Tank Lever - Luxe Gold,PLUMB-LOT,PLUMB-LOT,,BOISE WAREHOUSE=0,ELIGIBLE,BA0000714 Delta Faucet Company,BA0000714,Delta Faucet Company,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000714.,,FOUND,UNKNOWN_ITEM_CLASS
70-0.4-GM,Watermark Rainey Wall Mounted Paper Holder - Gun Metal,Watermark Rainey Wall Mounted Paper Holder - Gun Metal,PLUMB-LOT,PLUMB-LOT,,SALT LAKE PLUMBING=0,ELIGIBLE,BA0000760 Watermark,BA0000760,Watermark,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000760.,,FOUND,UNKNOWN_ITEM_CLASS
7711-HE4.20-SN,California Faucets Morro Bay Modern Single Hole Floor Mount Tub Filler - Satin Nickel,California Faucets Morro Bay Modern Single Hole Floor Mount Tub Filler - Satin Nickel,PLUMB-LOT,PLUMB-LOT,,SALT LAKE APPLIANCES=0; SALT LAKE PLUMBING=0,ELIGIBLE,BA0000006 California Faucets,BA0000006,California Faucets,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000006.,,FOUND,UNKNOWN_ITEM_CLASS
7864SRS,Moen Sleek One Handle Pull Down Kitchen Faucet - Spot Resist Stainless,Moen Sleek One Handle Pull Down Kitchen Faucet - Spot Resist Stainless,PLUMB-LOT,PLUMB-LOT,,BOISE WAREHOUSE=2; SALT LAKE PLUMBING=0,SKIP_QTY_ON_HAND,BA0003290 Hajoca Corporation,BA0003290,Hajoca Corporation,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0003290.,,FOUND,SKIP_QTY_ON_HAND
78908,"Delta Tetra® 8"" Towel Bar - Chrome","Delta Tetra® 8"" Towel Bar - Chrome",PLUMB-LOT,PLUMB-LOT,,SALT LAKE PLUMBING=0,ELIGIBLE,BA0000714 Delta Faucet Company,BA0000714,Delta Faucet Company,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000714.,,FOUND,UNKNOWN_ITEM_CLASS
78908-SS,Delta Tetra 8 in Towel Bar - Stainless Steel,Delta Tetra 8 in Towel Bar - Stainless Steel,PLUMB-LOT,PLUMB-LOT,,BOISE WAREHOUSE=1; PROVO SHOWROOM=1; SALT LAKE HARDWARE=1,SKIP_QTY_ON_HAND,BA0000714 Delta Faucet Company,BA0000714,Delta Faucet Company,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000714.,,FOUND,SKIP_QTY_ON_HAND
78935,Delta Tetra® Robe Hook - Chrome,Delta Tetra® Robe Hook - Chrome,PLUMB-LOT,PLUMB-LOT,,SALT LAKE PLUMBING=0,ELIGIBLE,BA0000714 Delta Faucet Company,BA0000714,Delta Faucet Company,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000714.,,FOUND,UNKNOWN_ITEM_CLASS
78955,Delta Tetra® Tissue Holder - Chrome,Delta Tetra® Tissue Holder - Chrome,PLUMB-LOT,PLUMB-LOT,,SALT LAKE PLUMBING=0,ELIGIBLE,BA0000714 Delta Faucet Company,BA0000714,Delta Faucet Company,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000714.,,FOUND,UNKNOWN_ITEM_CLASS
